,timestamp,building_id,meter,month,weekday,hour,site_id,primaryspaceusage,sqm,lat,lng,timezone,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed,meter_reading
589028,2016-01-09 00:00:00,1518,1,1,5,0,15,3,5948.0,51.53,-0.13,1,7.2,6.5,997.0,180.0,3.1,63.6247
592081,2016-01-09 01:00:00,1518,1,1,5,1,15,3,5948.0,51.53,-0.13,1,7.5,6.8,996.5,170.0,3.1,63.6247
595134,2016-01-09 02:00:00,1518,1,1,5,2,15,3,5948.0,51.53,-0.13,1,8.0,7.0,996.5,190.0,3.6,63.6247
598187,2016-01-09 03:00:00,1518,1,1,5,3,15,3,5948.0,51.53,-0.13,1,7.6,6.7,996.0,170.0,4.1,63.6247
601240,2016-01-09 04:00:00,1518,1,1,5,4,15,3,5948.0,51.53,-0.13,1,7.8,6.7,996.0,190.0,3.6,63.6247
604293,2016-01-09 05:00:00,1518,1,1,5,5,15,3,5948.0,51.53,-0.13,1,6.6,5.8,995.0,160.0,2.6,63.6247
607346,2016-01-09 06:00:00,1518,1,1,5,6,15,3,5948.0,51.53,-0.13,1,6.0,5.0,,160.0,2.6,63.6247
610399,2016-01-09 07:00:00,1518,1,1,5,7,15,3,5948.0,51.53,-0.13,1,7.6,7.1,994.0,140.0,4.6,63.6247
613452,2016-01-09 08:00:00,1518,1,1,5,8,15,3,5948.0,51.53,-0.13,1,8.6,7.5,993.5,170.0,5.1,63.6247
616505,2016-01-09 09:00:00,1518,1,1,5,9,15,3,5948.0,51.53,-0.13,1,9.0,7.7,993.5,170.0,4.6,63.6247
619558,2016-01-09 10:00:00,1518,1,1,5,10,15,3,5948.0,51.53,-0.13,1,9.7,8.1,993.0,160.0,5.7,63.6247
622611,2016-01-09 11:00:00,1518,1,1,5,11,15,3,5948.0,51.53,-0.13,1,10.6,8.2,992.5,170.0,5.7,63.6247
625664,2016-01-09 12:00:00,1518,1,1,5,12,15,3,5948.0,51.53,-0.13,1,10.7,8.4,991.5,180.0,7.2,63.6247
628717,2016-01-09 13:00:00,1518,1,1,5,13,15,3,5948.0,51.53,-0.13,1,10.4,8.3,990.5,180.0,5.7,63.6247
631770,2016-01-09 14:00:00,1518,1,1,5,14,15,3,5948.0,51.53,-0.13,1,10.9,8.2,989.5,180.0,6.2,63.6247
634823,2016-01-09 15:00:00,1518,1,1,5,15,15,3,5948.0,51.53,-0.13,1,10.8,7.9,988.5,170.0,6.2,63.6247
637876,2016-01-09 16:00:00,1518,1,1,5,16,15,3,5948.0,51.53,-0.13,1,10.6,7.9,987.0,160.0,8.2,63.6247
640929,2016-01-09 17:00:00,1518,1,1,5,17,15,3,5948.0,51.53,-0.13,1,9.9,8.8,985.5,160.0,8.8,63.6247
643982,2016-01-09 18:00:00,1518,1,1,5,18,15,3,5948.0,51.53,-0.13,1,9.9,8.3,984.0,160.0,9.8,63.6247
647035,2016-01-09 19:00:00,1518,1,1,5,19,15,3,5948.0,51.53,-0.13,1,9.8,8.0,983.5,160.0,7.7,63.6247
650088,2016-01-09 20:00:00,1518,1,1,5,20,15,3,5948.0,51.53,-0.13,1,10.2,8.0,982.5,180.0,8.8,63.6247
653141,2016-01-09 21:00:00,1518,1,1,5,21,15,3,5948.0,51.53,-0.13,1,6.9,6.0,983.5,210.0,7.7,63.6247
656194,2016-01-09 22:00:00,1518,1,1,5,22,15,3,5948.0,51.53,-0.13,1,7.0,5.5,983.0,180.0,6.2,63.6247
659247,2016-01-09 23:00:00,1518,1,1,5,23,15,3,5948.0,51.53,-0.13,1,6.5,5.2,982.5,170.0,5.7,63.6247
662300,2016-01-10 00:00:00,1518,1,1,6,0,15,3,5948.0,51.53,-0.13,1,6.8,5.1,983.0,210.0,8.2,63.6247
665353,2016-01-10 01:00:00,1518,1,1,6,1,15,3,5948.0,51.53,-0.13,1,6.2,4.3,983.0,200.0,7.2,63.6247
668406,2016-01-10 02:00:00,1518,1,1,6,2,15,3,5948.0,51.53,-0.13,1,6.3,3.0,983.0,210.0,7.2,63.6247
671459,2016-01-10 03:00:00,1518,1,1,6,3,15,3,5948.0,51.53,-0.13,1,5.4,3.2,983.0,190.0,4.6,63.6247
674512,2016-01-10 04:00:00,1518,1,1,6,4,15,3,5948.0,51.53,-0.13,1,5.6,3.3,983.0,200.0,5.1,63.6247
677565,2016-01-10 05:00:00,1518,1,1,6,5,15,3,5948.0,51.53,-0.13,1,5.5,3.1,983.5,180.0,4.1,63.6247
680618,2016-01-10 06:00:00,1518,1,1,6,6,15,3,5948.0,51.53,-0.13,1,6.3,3.5,983.0,180.0,3.6,63.6247
683671,2016-01-10 07:00:00,1518,1,1,6,7,15,3,5948.0,51.53,-0.13,1,6.3,3.1,984.0,210.0,6.7,63.6247
686724,2016-01-10 08:00:00,1518,1,1,6,8,15,3,5948.0,51.53,-0.13,1,5.6,3.1,984.0,210.0,6.7,63.6247
689777,2016-01-10 09:00:00,1518,1,1,6,9,15,3,5948.0,51.53,-0.13,1,5.6,3.6,985.0,200.0,4.6,63.6247
692830,2016-01-10 10:00:00,1518,1,1,6,10,15,3,5948.0,51.53,-0.13,1,6.2,4.3,985.5,200.0,4.6,63.6247
695883,2016-01-10 11:00:00,1518,1,1,6,11,15,3,5948.0,51.53,-0.13,1,7.0,4.7,986.0,190.0,3.1,63.6247
698936,2016-01-10 12:00:00,1518,1,1,6,12,15,3,5948.0,51.53,-0.13,1,7.8,4.6,986.0,210.0,6.2,63.6247
701989,2016-01-10 13:00:00,1518,1,1,6,13,15,3,5948.0,51.53,-0.13,1,8.7,4.3,985.5,220.0,5.7,63.6247
705042,2016-01-10 14:00:00,1518,1,1,6,14,15,3,5948.0,51.53,-0.13,1,7.9,4.6,985.5,190.0,5.1,63.6247
708095,2016-01-10 15:00:00,1518,1,1,6,15,15,3,5948.0,51.53,-0.13,1,7.5,4.5,985.5,180.0,3.6,63.6247
711148,2016-01-10 16:00:00,1518,1,1,6,16,15,3,5948.0,51.53,-0.13,1,6.7,3.1,986.0,190.0,4.6,63.6247
714201,2016-01-10 17:00:00,1518,1,1,6,17,15,3,5948.0,51.53,-0.13,1,6.1,3.5,986.0,190.0,4.6,63.6247
717254,2016-01-10 18:00:00,1518,1,1,6,18,15,3,5948.0,51.53,-0.13,1,5.2,3.4,986.5,180.0,3.6,63.6247
720307,2016-01-10 19:00:00,1518,1,1,6,19,15,3,5948.0,51.53,-0.13,1,5.1,3.5,987.0,170.0,5.1,63.6247
723360,2016-01-10 20:00:00,1518,1,1,6,20,15,3,5948.0,51.53,-0.13,1,5.1,3.5,987.0,180.0,3.6,63.6247
726413,2016-01-10 21:00:00,1518,1,1,6,21,15,3,5948.0,51.53,-0.13,1,5.4,3.7,987.0,170.0,3.1,63.6247
729466,2016-01-10 22:00:00,1518,1,1,6,22,15,3,5948.0,51.53,-0.13,1,5.0,3.5,986.5,150.0,3.6,63.6247
732519,2016-01-10 23:00:00,1518,1,1,6,23,15,3,5948.0,51.53,-0.13,1,6.1,4.2,986.5,160.0,4.1,63.6247
735572,2016-01-11 00:00:00,1518,1,1,0,0,15,3,5948.0,51.53,-0.13,1,5.3,4.6,985.5,140.0,2.6,63.6247
738625,2016-01-11 01:00:00,1518,1,1,0,1,15,3,5948.0,51.53,-0.13,1,5.7,5.2,984.5,140.0,4.1,63.6247
741678,2016-01-11 02:00:00,1518,1,1,0,2,15,3,5948.0,51.53,-0.13,1,5.6,5.2,983.0,140.0,3.1,63.6247
744731,2016-01-11 03:00:00,1518,1,1,0,3,15,3,5948.0,51.53,-0.13,1,6.6,6.3,982.0,140.0,4.6,63.6247
747784,2016-01-11 04:00:00,1518,1,1,0,4,15,3,5948.0,51.53,-0.13,1,6.3,5.6,981.0,230.0,2.6,63.6247
750837,2016-01-11 05:00:00,1518,1,1,0,5,15,3,5948.0,51.53,-0.13,1,6.1,5.0,980.0,220.0,5.7,63.6247
753890,2016-01-11 06:00:00,1518,1,1,0,6,15,3,5948.0,51.53,-0.13,1,5.4,4.9,979.5,150.0,4.1,63.6247
756943,2016-01-11 07:00:00,1518,1,1,0,7,15,3,5948.0,51.53,-0.13,1,5.6,5.3,979.0,160.0,3.1,63.6247
759996,2016-01-11 08:00:00,1518,1,1,0,8,15,3,5948.0,51.53,-0.13,1,5.8,4.8,978.5,190.0,3.6,63.6247
763049,2016-01-11 09:00:00,1518,1,1,0,9,15,3,5948.0,51.53,-0.13,1,6.2,5.5,979.5,210.0,3.6,63.6247
766102,2016-01-11 10:00:00,1518,1,1,0,10,15,3,5948.0,51.53,-0.13,1,6.0,5.5,980.0,270.0,3.1,63.6247
769155,2016-01-11 11:00:00,1518,1,1,0,11,15,3,5948.0,51.53,-0.13,1,6.1,5.5,980.5,260.0,3.6,63.6247
772208,2016-01-11 12:00:00,1518,1,1,0,12,15,3,5948.0,51.53,-0.13,1,6.7,5.3,981.0,250.0,4.6,63.6247
775261,2016-01-11 13:00:00,1518,1,1,0,13,15,3,5948.0,51.53,-0.13,1,6.7,5.2,981.0,260.0,4.6,63.6247
778314,2016-01-11 14:00:00,1518,1,1,0,14,15,3,5948.0,51.53,-0.13,1,6.8,4.8,981.5,270.0,3.1,63.6247
781367,2016-01-11 15:00:00,1518,1,1,0,15,15,3,5948.0,51.53,-0.13,1,7.1,5.1,982.5,280.0,3.1,63.6247
784420,2016-01-11 16:00:00,1518,1,1,0,16,15,3,5948.0,51.53,-0.13,1,6.4,5.1,983.0,260.0,4.6,63.6247
787473,2016-01-11 17:00:00,1518,1,1,0,17,15,3,5948.0,51.53,-0.13,1,6.2,5.3,984.0,260.0,5.1,63.6247
790526,2016-01-11 18:00:00,1518,1,1,0,18,15,3,5948.0,51.53,-0.13,1,5.8,4.8,985.0,270.0,3.6,63.6247
793579,2016-01-11 19:00:00,1518,1,1,0,19,15,3,5948.0,51.53,-0.13,1,6.1,5.1,986.0,260.0,5.1,63.6247
796632,2016-01-11 20:00:00,1518,1,1,0,20,15,3,5948.0,51.53,-0.13,1,5.7,4.7,986.5,260.0,4.6,63.6247
799685,2016-01-11 21:00:00,1518,1,1,0,21,15,3,5948.0,51.53,-0.13,1,4.8,3.9,987.5,270.0,3.6,63.6247
802738,2016-01-11 22:00:00,1518,1,1,0,22,15,3,5948.0,51.53,-0.13,1,4.4,3.5,988.5,260.0,5.1,63.6247
805791,2016-01-11 23:00:00,1518,1,1,0,23,15,3,5948.0,51.53,-0.13,1,4.6,3.7,989.5,270.0,4.1,63.6247
808844,2016-01-12 00:00:00,1518,1,1,1,0,15,3,5948.0,51.53,-0.13,1,3.2,2.6,990.5,260.0,4.1,63.6247
811897,2016-01-12 01:00:00,1518,1,1,1,1,15,3,5948.0,51.53,-0.13,1,4.0,3.6,991.5,260.0,4.6,63.6247
814950,2016-01-12 02:00:00,1518,1,1,1,2,15,3,5948.0,51.53,-0.13,1,4.4,3.5,992.5,260.0,6.2,63.6247
818003,2016-01-12 03:00:00,1518,1,1,1,3,15,3,5948.0,51.53,-0.13,1,4.2,3.3,993.0,260.0,5.1,63.6247
821056,2016-01-12 04:00:00,1518,1,1,1,4,15,3,5948.0,51.53,-0.13,1,4.7,3.5,993.5,260.0,7.2,63.6247
824109,2016-01-12 05:00:00,1518,1,1,1,5,15,3,5948.0,51.53,-0.13,1,5.0,3.0,,260.0,6.7,63.6247
827162,2016-01-12 06:00:00,1518,1,1,1,6,15,3,5948.0,51.53,-0.13,1,5.0,2.0,,250.0,6.2,63.6247
830215,2016-01-12 07:00:00,1518,1,1,1,7,15,3,5948.0,51.53,-0.13,1,4.4,2.7,995.0,250.0,6.2,63.6247
833268,2016-01-12 08:00:00,1518,1,1,1,8,15,3,5948.0,51.53,-0.13,1,4.3,2.5,995.0,250.0,7.2,63.6247
836321,2016-01-12 09:00:00,1518,1,1,1,9,15,3,5948.0,51.53,-0.13,1,4.6,2.2,996.0,250.0,6.2,63.6247
839374,2016-01-12 10:00:00,1518,1,1,1,10,15,3,5948.0,51.53,-0.13,1,5.7,2.5,996.5,240.0,6.2,63.6247
842427,2016-01-12 11:00:00,1518,1,1,1,11,15,3,5948.0,51.53,-0.13,1,6.3,2.5,997.0,250.0,8.8,63.6247
845480,2016-01-12 12:00:00,1518,1,1,1,12,15,3,5948.0,51.53,-0.13,1,6.4,2.9,997.0,260.0,7.7,63.6247
848533,2016-01-12 13:00:00,1518,1,1,1,13,15,3,5948.0,51.53,-0.13,1,6.9,3.4,997.0,260.0,7.7,63.6247
851586,2016-01-12 14:00:00,1518,1,1,1,14,15,3,5948.0,51.53,-0.13,1,7.2,3.3,997.5,270.0,8.8,63.6247
854639,2016-01-12 15:00:00,1518,1,1,1,15,15,3,5948.0,51.53,-0.13,1,6.6,4.1,998.5,270.0,6.2,63.6247
857692,2016-01-12 16:00:00,1518,1,1,1,16,15,3,5948.0,51.53,-0.13,1,5.6,3.5,999.5,260.0,6.7,63.6247
860745,2016-01-12 17:00:00,1518,1,1,1,17,15,3,5948.0,51.53,-0.13,1,5.8,3.2,1000.5,270.0,6.7,63.6247
863798,2016-01-12 18:00:00,1518,1,1,1,18,15,3,5948.0,51.53,-0.13,1,5.8,3.3,1001.5,260.0,7.2,63.6247
866851,2016-01-12 19:00:00,1518,1,1,1,19,15,3,5948.0,51.53,-0.13,1,6.1,2.8,1002.0,280.0,8.2,63.6247
869904,2016-01-12 20:00:00,1518,1,1,1,20,15,3,5948.0,51.53,-0.13,1,6.3,2.8,1003.5,290.0,8.8,63.6247
872957,2016-01-12 21:00:00,1518,1,1,1,21,15,3,5948.0,51.53,-0.13,1,6.0,2.9,1005.0,290.0,7.2,63.6247
876010,2016-01-12 22:00:00,1518,1,1,1,22,15,3,5948.0,51.53,-0.13,1,5.5,2.7,1007.0,290.0,6.7,63.6247
879063,2016-01-12 23:00:00,1518,1,1,1,23,15,3,5948.0,51.53,-0.13,1,5.3,3.2,1008.0,290.0,7.2,63.6247
882116,2016-01-13 00:00:00,1518,1,1,2,0,15,3,5948.0,51.53,-0.13,1,5.0,3.4,1009.5,300.0,7.7,63.6247
885169,2016-01-13 01:00:00,1518,1,1,2,1,15,3,5948.0,51.53,-0.13,1,5.2,3.4,1010.5,280.0,5.1,63.6247
888222,2016-01-13 02:00:00,1518,1,1,2,2,15,3,5948.0,51.53,-0.13,1,5.3,2.5,1011.5,280.0,5.1,63.6247
891275,2016-01-13 03:00:00,1518,1,1,2,3,15,3,5948.0,51.53,-0.13,1,4.9,1.8,1012.0,290.0,5.1,63.6247
894328,2016-01-13 04:00:00,1518,1,1,2,4,15,3,5948.0,51.53,-0.13,1,3.7,1.0,1013.0,270.0,4.6,63.6247
897381,2016-01-13 05:00:00,1518,1,1,2,5,15,3,5948.0,51.53,-0.13,1,2.6,0.5,1014.0,260.0,4.6,63.6247
900434,2016-01-13 06:00:00,1518,1,1,2,6,15,3,5948.0,51.53,-0.13,1,2.4,0.3,1015.0,270.0,3.6,63.6247
903487,2016-01-13 07:00:00,1518,1,1,2,7,15,3,5948.0,51.53,-0.13,1,2.5,0.7,1015.5,270.0,5.1,63.6247
906540,2016-01-13 08:00:00,1518,1,1,2,8,15,3,5948.0,51.53,-0.13,1,2.3,0.6,1015.5,260.0,5.7,63.6247
909593,2016-01-13 09:00:00,1518,1,1,2,9,15,3,5948.0,51.53,-0.13,1,2.8,0.7,1016.0,260.0,4.6,63.6247
912646,2016-01-13 10:00:00,1518,1,1,2,10,15,3,5948.0,51.53,-0.13,1,4.4,1.4,1016.5,270.0,5.1,63.6247
915699,2016-01-13 11:00:00,1518,1,1,2,11,15,3,5948.0,51.53,-0.13,1,4.8,1.5,1016.5,270.0,5.1,63.6247
918752,2016-01-13 12:00:00,1518,1,1,2,12,15,3,5948.0,51.53,-0.13,1,5.4,1.4,1016.5,260.0,5.7,63.6247
921805,2016-01-13 13:00:00,1518,1,1,2,13,15,3,5948.0,51.53,-0.13,1,6.1,0.2,1016.0,240.0,5.1,63.6247
924858,2016-01-13 14:00:00,1518,1,1,2,14,15,3,5948.0,51.53,-0.13,1,6.8,1.1,1015.0,220.0,4.6,63.6247
927911,2016-01-13 15:00:00,1518,1,1,2,15,15,3,5948.0,51.53,-0.13,1,6.4,0.9,1014.5,210.0,4.6,63.6247
930964,2016-01-13 16:00:00,1518,1,1,2,16,15,3,5948.0,51.53,-0.13,1,6.1,1.0,1014.0,170.0,3.1,63.6247
934017,2016-01-13 17:00:00,1518,1,1,2,17,15,3,5948.0,51.53,-0.13,1,6.0,1.1,1013.0,170.0,4.1,63.6247
937070,2016-01-13 18:00:00,1518,1,1,2,18,15,3,5948.0,51.53,-0.13,1,5.4,1.9,1012.5,170.0,4.1,63.6247
940123,2016-01-13 19:00:00,1518,1,1,2,19,15,3,5948.0,51.53,-0.13,1,5.6,2.8,1011.5,180.0,4.6,63.6247
943176,2016-01-13 20:00:00,1518,1,1,2,20,15,3,5948.0,51.53,-0.13,1,5.6,3.1,1010.5,190.0,5.1,63.6247
946229,2016-01-13 21:00:00,1518,1,1,2,21,15,3,5948.0,51.53,-0.13,1,4.9,3.5,1010.0,200.0,8.8,63.6247
949282,2016-01-13 22:00:00,1518,1,1,2,22,15,3,5948.0,51.53,-0.13,1,4.8,3.7,1008.5,180.0,5.1,63.6247
952335,2016-01-13 23:00:00,1518,1,1,2,23,15,3,5948.0,51.53,-0.13,1,5.0,3.8,1007.5,180.0,4.6,63.6247
955388,2016-01-14 00:00:00,1518,1,1,3,0,15,3,5948.0,51.53,-0.13,1,4.9,4.1,1006.5,180.0,4.1,63.6247
958441,2016-01-14 01:00:00,1518,1,1,3,1,15,3,5948.0,51.53,-0.13,1,4.9,4.4,1005.5,210.0,5.1,63.6247
961494,2016-01-14 02:00:00,1518,1,1,3,2,15,3,5948.0,51.53,-0.13,1,4.4,3.2,1005.0,260.0,5.1,63.6247
964547,2016-01-14 03:00:00,1518,1,1,3,3,15,3,5948.0,51.53,-0.13,1,3.6,2.7,1004.5,240.0,4.6,63.6247
967600,2016-01-14 04:00:00,1518,1,1,3,4,15,3,5948.0,51.53,-0.13,1,2.6,1.8,1004.5,260.0,5.1,63.6247
970653,2016-01-14 05:00:00,1518,1,1,3,5,15,3,5948.0,51.53,-0.13,1,2.9,1.7,1004.0,250.0,6.7,63.6247
973706,2016-01-14 06:00:00,1518,1,1,3,6,15,3,5948.0,51.53,-0.13,1,2.3,1.2,1004.0,260.0,5.1,63.6247
976759,2016-01-14 07:00:00,1518,1,1,3,7,15,3,5948.0,51.53,-0.13,1,2.3,0.7,1004.0,260.0,4.6,63.6247
979812,2016-01-14 08:00:00,1518,1,1,3,8,15,3,5948.0,51.53,-0.13,1,2.5,0.7,1003.5,240.0,6.2,63.6247
982865,2016-01-14 09:00:00,1518,1,1,3,9,15,3,5948.0,51.53,-0.13,1,3.2,1.1,1004.0,250.0,6.2,63.6247
985918,2016-01-14 10:00:00,1518,1,1,3,10,15,3,5948.0,51.53,-0.13,1,3.3,1.4,1004.0,270.0,5.7,63.6247
988971,2016-01-14 11:00:00,1518,1,1,3,11,15,3,5948.0,51.53,-0.13,1,4.6,1.2,1005.0,280.0,6.7,63.6247
992024,2016-01-14 12:00:00,1518,1,1,3,12,15,3,5948.0,51.53,-0.13,1,4.6,1.4,1005.0,280.0,6.2,63.6247
995077,2016-01-14 13:00:00,1518,1,1,3,13,15,3,5948.0,51.53,-0.13,1,4.9,0.9,1005.5,290.0,7.2,63.6247
998130,2016-01-14 14:00:00,1518,1,1,3,14,15,3,5948.0,51.53,-0.13,1,5.2,0.8,1006.5,300.0,7.2,63.6247
1001183,2016-01-14 15:00:00,1518,1,1,3,15,15,3,5948.0,51.53,-0.13,1,5.0,-0.2,1007.5,290.0,7.7,63.6247
1004236,2016-01-14 16:00:00,1518,1,1,3,16,15,3,5948.0,51.53,-0.13,1,4.8,-2.2,1008.5,300.0,8.8,63.6247
1007289,2016-01-14 17:00:00,1518,1,1,3,17,15,3,5948.0,51.53,-0.13,1,3.8,-3.3,1009.5,300.0,6.7,63.6247
1010342,2016-01-14 18:00:00,1518,1,1,3,18,15,3,5948.0,51.53,-0.13,1,3.6,-3.4,1010.5,300.0,7.2,63.6247
1013395,2016-01-14 19:00:00,1518,1,1,3,19,15,3,5948.0,51.53,-0.13,1,3.5,-3.0,1011.0,300.0,8.8,63.6247
1016448,2016-01-14 20:00:00,1518,1,1,3,20,15,3,5948.0,51.53,-0.13,1,3.3,-3.0,1012.0,300.0,7.2,63.6247
1019501,2016-01-14 21:00:00,1518,1,1,3,21,15,3,5948.0,51.53,-0.13,1,3.1,-3.0,1012.5,300.0,6.7,63.6247
1022554,2016-01-14 22:00:00,1518,1,1,3,22,15,3,5948.0,51.53,-0.13,1,3.2,-3.0,1013.0,300.0,7.2,63.6247
1025607,2016-01-14 23:00:00,1518,1,1,3,23,15,3,5948.0,51.53,-0.13,1,2.6,-2.4,1014.0,290.0,5.1,63.6247
1028660,2016-01-15 00:00:00,1518,1,1,4,0,15,3,5948.0,51.53,-0.13,1,2.1,-1.6,1014.5,290.0,5.7,49.8124
1031713,2016-01-15 01:00:00,1518,1,1,4,1,15,3,5948.0,51.53,-0.13,1,2.0,-1.0,1015.0,280.0,4.1,49.3124
1034766,2016-01-15 02:00:00,1518,1,1,4,2,15,3,5948.0,51.53,-0.13,1,1.6,-1.3,1015.5,280.0,4.1,35.5
1037819,2016-01-15 03:00:00,1518,1,1,4,3,15,3,5948.0,51.53,-0.13,1,2.1,-0.8,1015.5,280.0,5.7,32.5
1040872,2016-01-15 04:00:00,1518,1,1,4,4,15,3,5948.0,51.53,-0.13,1,1.6,-0.7,1016.0,290.0,4.6,31.75
1043925,2016-01-15 05:00:00,1518,1,1,4,5,15,3,5948.0,51.53,-0.13,1,1.5,-0.5,1016.5,280.0,3.6,33.25
1046978,2016-01-15 06:00:00,1518,1,1,4,6,15,3,5948.0,51.53,-0.13,1,1.1,-0.6,1017.0,290.0,2.6,45.0
1050031,2016-01-15 07:00:00,1518,1,1,4,7,15,3,5948.0,51.53,-0.13,1,1.8,-0.5,1017.5,300.0,4.6,57.0
1053084,2016-01-15 08:00:00,1518,1,1,4,8,15,3,5948.0,51.53,-0.13,1,2.1,-0.6,1018.0,280.0,4.6,68.75
1056137,2016-01-15 09:00:00,1518,1,1,4,9,15,3,5948.0,51.53,-0.13,1,1.8,-0.7,1018.5,290.0,3.6,82.0
1059190,2016-01-15 10:00:00,1518,1,1,4,10,15,3,5948.0,51.53,-0.13,1,2.9,-0.4,1019.5,300.0,4.1,85.5
1062243,2016-01-15 11:00:00,1518,1,1,4,11,15,3,5948.0,51.53,-0.13,1,4.0,-1.0,,310.0,5.1,92.25
1065296,2016-01-15 12:00:00,1518,1,1,4,12,15,3,5948.0,51.53,-0.13,1,4.5,-1.9,1021.0,340.0,3.6,95.25
1068349,2016-01-15 13:00:00,1518,1,1,4,13,15,3,5948.0,51.53,-0.13,1,5.6,-1.0,1021.0,310.0,5.1,98.25
1071402,2016-01-15 14:00:00,1518,1,1,4,14,15,3,5948.0,51.53,-0.13,1,5.4,-0.6,1021.5,310.0,5.1,97.75
1074455,2016-01-15 15:00:00,1518,1,1,4,15,15,3,5948.0,51.53,-0.13,1,5.6,-0.4,1022.0,310.0,5.7,93.5
1077508,2016-01-15 16:00:00,1518,1,1,4,16,15,3,5948.0,51.53,-0.13,1,4.8,-0.5,1023.0,300.0,5.1,94.5
1080561,2016-01-15 17:00:00,1518,1,1,4,17,15,3,5948.0,51.53,-0.13,1,4.0,-0.1,1023.5,290.0,5.1,81.75
1083614,2016-01-15 18:00:00,1518,1,1,4,18,15,3,5948.0,51.53,-0.13,1,3.5,-0.2,1024.0,290.0,4.6,77.0
1086667,2016-01-15 19:00:00,1518,1,1,4,19,15,3,5948.0,51.53,-0.13,1,2.5,0.0,1024.0,270.0,3.6,76.0
1089720,2016-01-15 20:00:00,1518,1,1,4,20,15,3,5948.0,51.53,-0.13,1,2.1,-0.9,1024.0,270.0,3.6,65.0
1092773,2016-01-15 21:00:00,1518,1,1,4,21,15,3,5948.0,51.53,-0.13,1,3.3,-0.6,1025.0,280.0,4.1,63.75
1095826,2016-01-15 22:00:00,1518,1,1,4,22,15,3,5948.0,51.53,-0.13,1,2.8,-0.7,1025.0,300.0,3.6,56.25
1098879,2016-01-15 23:00:00,1518,1,1,4,23,15,3,5948.0,51.53,-0.13,1,2.6,0.0,1026.0,290.0,2.6,45.75
1101932,2016-01-16 00:00:00,1518,1,1,5,0,15,3,5948.0,51.53,-0.13,1,2.4,0.0,1026.0,280.0,3.1,36.75
1104985,2016-01-16 01:00:00,1518,1,1,5,1,15,3,5948.0,51.53,-0.13,1,2.2,0.3,1027.0,290.0,3.1,35.5
1108038,2016-01-16 02:00:00,1518,1,1,5,2,15,3,5948.0,51.53,-0.13,1,2.4,0.6,1027.0,290.0,3.6,35.0
1111091,2016-01-16 03:00:00,1518,1,1,5,3,15,3,5948.0,51.53,-0.13,1,2.0,0.3,1027.0,290.0,3.1,33.0
1114144,2016-01-16 04:00:00,1518,1,1,5,4,15,3,5948.0,51.53,-0.13,1,1.2,-0.2,1028.0,290.0,2.1,32.5
1117197,2016-01-16 05:00:00,1518,1,1,5,5,15,3,5948.0,51.53,-0.13,1,0.7,-0.7,1028.0,280.0,2.1,32.5
1120250,2016-01-16 06:00:00,1518,1,1,5,6,15,3,5948.0,51.53,-0.13,1,0.4,-1.0,1028.0,290.0,2.6,33.5
1123303,2016-01-16 07:00:00,1518,1,1,5,7,15,3,5948.0,51.53,-0.13,1,0.0,-1.4,1029.0,290.0,2.6,48.0
1126356,2016-01-16 08:00:00,1518,1,1,5,8,15,3,5948.0,51.53,-0.13,1,-1.1,-2.2,1029.0,270.0,2.1,47.75
1129409,2016-01-16 09:00:00,1518,1,1,5,9,15,3,5948.0,51.53,-0.13,1,-1.1,-2.1,1030.0,270.0,3.1,48.0
1132462,2016-01-16 10:00:00,1518,1,1,5,10,15,3,5948.0,51.53,-0.13,1,1.3,-1.4,1030.0,290.0,2.1,52.75
1135515,2016-01-16 11:00:00,1518,1,1,5,11,15,3,5948.0,51.53,-0.13,1,3.1,-0.8,1030.0,250.0,1.5,57.75
1138568,2016-01-16 12:00:00,1518,1,1,5,12,15,3,5948.0,51.53,-0.13,1,4.1,-0.5,1030.0,280.0,1.5,61.75
1141621,2016-01-16 13:00:00,1518,1,1,5,13,15,3,5948.0,51.53,-0.13,1,4.3,-0.6,1030.0,280.0,2.6,65.75
1144674,2016-01-16 14:00:00,1518,1,1,5,14,15,3,5948.0,51.53,-0.13,1,4.9,-0.6,1029.0,280.0,2.6,66.25
1147727,2016-01-16 15:00:00,1518,1,1,5,15,15,3,5948.0,51.53,-0.13,1,4.8,-0.2,1029.0,270.0,3.1,66.0
1150780,2016-01-16 16:00:00,1518,1,1,5,16,15,3,5948.0,51.53,-0.13,1,3.9,-0.4,1029.0,270.0,3.1,66.25
1153833,2016-01-16 17:00:00,1518,1,1,5,17,15,3,5948.0,51.53,-0.13,1,3.3,-0.5,1029.0,290.0,2.6,70.0
1156886,2016-01-16 18:00:00,1518,1,1,5,18,15,3,5948.0,51.53,-0.13,1,2.7,-0.2,1029.0,280.0,1.5,69.5
1159939,2016-01-16 19:00:00,1518,1,1,5,19,15,3,5948.0,51.53,-0.13,1,2.8,0.0,1029.0,270.0,2.1,63.5
1162992,2016-01-16 20:00:00,1518,1,1,5,20,15,3,5948.0,51.53,-0.13,1,2.9,-0.1,1029.0,270.0,1.5,41.0
1166045,2016-01-16 21:00:00,1518,1,1,5,21,15,3,5948.0,51.53,-0.13,1,3.1,-0.4,1029.0,270.0,2.1,37.75
1169098,2016-01-16 22:00:00,1518,1,1,5,22,15,3,5948.0,51.53,-0.13,1,2.9,-0.2,1029.0,300.0,1.0,38.5
